Season	Episode	AirDate	Viewers	Product	Deal	GotDeal	Asking	DealTerms	Sharks	Investors
3	12	2012-04-27	5.42	trimi tank	NO	NO	$57,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	13	2012-05-04	6.06	airbedz	NO	NO	$250,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	13	2012-05-04	6.06	boot illusions	YES	YES	$100,000 for 30%	$100,000 for 55%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
3	13	2012-05-04	6.06	skyride	NO	NO	$3,000,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	13	2012-05-04	6.06	villy customs	YES	YES	$500,000 for 33%	$500,000 for 42%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Mark Cuban
3	14	2012-05-11	5.59	billy blanks jr.'s dance with me	YES	YES	$100,000 for 20%	$100,000 for 50%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban, Daymond John
3	14	2012-05-11	5.59	cab20	NO	NO	$200,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	14	2012-05-11	5.59	mix bikini	YES	YES	$50,000 for 5%	$50,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
3	14	2012-05-11	5.59	wild squirrel nut butter	YES	YES	$50,000 for 10%	$50,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
3	15	2012-05-18	5.52	cougar limited	NO	NO	$150,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	15	2012-05-18	5.52	remyxx rekixx sneakers	YES	YES	$50,000 for 10%	$50,000 for 80%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
3	15	2012-05-18	5.52	the nitroforce titan 1000	NO	NO	$250,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	15	2012-05-18	5.52	unikey technologies	YES	YES	$500,000 for 33%	$500,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban, Kevin O'Leary
4	1	2012-09-14	6.4	bev buckle	YES	YES	$50,000 for 10%	$50,000 for 51%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
4	1	2012-09-14	6.4	body walking	NO	NO	$100,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	1	2012-09-14	6.4	buggy beds	YES	YES	$125,000 for 7%	$250,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Robert Herjavec, Kevin O'Leary, Daymond John, Mark Cuban
4	1	2012-09-14	6.4	coatchex	NO	NO	$200,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	2	2012-09-21	5.97	alpha m	NO	NO	$50,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	2	2012-09-21	5.97	cateapp	YES	YES	$50,000 for 5%	$70,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary, Daymond John
4	2	2012-09-21	5.97	ecreamery	NO	NO	$250,000 for 33%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	2	2012-09-21	5.97	surfset fitness	YES	YES	$150,000 for 10%	$300,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
4	3	2012-09-28	6.05	fuzzibunz	NO	NO	$500,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	3	2012-09-28	6.05	liz lovely cookies	NO	NO	$200,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	3	2012-09-28	6.05	posture now	YES	YES	$100,000 for 15%	$100,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
4	3	2012-09-28	6.05	rock bands	YES	YES	$100,000 for 20%	$100,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban, Daymond John
4	4	2012-10-05	6.15	back 9 dips	YES	YES	$150,000 for 15%	$150,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Robert Herjavec
4	4	2012-10-05	6.15	bag bowl	YES	YES	$40,000 for 33%	$40,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	4	2012-10-05	6.15	lifter hamper	NO	NO	$85,000 for 12%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	4	2012-10-05	6.15	zomm	NO	NO	$2,000,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	5	2012-10-12	6.48	cozy bug	YES	YES	$50,000 for 25%	$50,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
4	5	2012-10-12	6.48	marz sprays	YES	YES	$200,000 for 10%	$200,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	5	2012-10-12	6.48	spatty	NO	NO	$50,000 for 40%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	5	2012-10-12	6.48	wired waffles	NO	NO	$75,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	6	2012-10-19	7.08	cousins maine lobster	YES	YES	$55,000 for 5%	$55,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
4	6	2012-10-19	7.08	eco nuts	NO	NO	$175,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	6	2012-10-19	7.08	freaker usa	NO	NO	$200,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	6	2012-10-19	7.08	pro-nrg	YES	YES	$250,000 for 15%	$250,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
4	7	2012-10-26	6.84	sbu	YES	YES	$300,000 for 10%	$300,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary, Robert Herjavec
4	7	2012-10-26	6.84	scrub daddy	YES	YES	$100,000 for 10%	$200,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	7	2012-10-26	6.84	shemie	NO	NO	$60,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	7	2012-10-26	6.84	the bear & the rat	NO	NO	$125,000  20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	8	2012-11-02	7.44	cool wazoo	YES	YES	$65,000 for 25%	$65,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	8	2012-11-02	7.44	no fly cone	NO	NO	$25,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	8	2012-11-02	7.44	platetopper	YES	YES	$90,000 for 5%	$90,000 for 8%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	9	2012-11-09	6.69	drive suits	YES	YES	$150,000 for 20%	$150,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary
4	9	2012-11-09	6.69	ice chips	YES	YES	$250,000 for 15%	$125,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Mark Cuban
4	9	2012-11-09	6.69	pc classes online	NO	NO	$150,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	9	2012-11-09	6.69	revestor	NO	NO	$250,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	10	2012-11-16	6.82	corks away	NO	NO	$105,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	10	2012-11-16	6.82	nearly newlywed	NO	NO	$35,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	10	2012-11-16	6.82	ruckpack	YES	YES	$75,000 for 10%	$150,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary, Robert Herjavec
4	10	2012-11-16	6.82	tie try	NO	NO	$100,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	11	2012-12-04	6.89	fat ass fudge	NO	NO	$250,000  5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	11	2012-12-04	6.89	partie poche	NO	NO	$100,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	11	2012-12-04	6.89	the coop	YES	YES	$150,000 for 15%	$150,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
4	11	2012-12-04	6.89	the living christmas company	YES	YES	$150,000 for 30%	$150,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
4	12	2013-01-04	6.42	arkeg	NO	NO	$100,000 for 33%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	12	2013-01-04	6.42	dura-tent	NO	NO	$50,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	12	2013-01-04	6.42	hot tot	YES	YES	$50,000 for 15%	$75,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
4	12	2013-01-04	6.42	the gameface company	YES	YES	$450,000 for 25%	$450,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban, Lori Greiner
4	13	2013-01-11	6.87	coffee joulies	YES	YES	$150,000 for 5%	$150,000 for 0%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary, Robert Herjavec, Daymond John, Lori Greiner
4	13	2013-01-11	6.87	sub zero ice cream	NO	NO	$300,000 for 12%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	13	2013-01-11	6.87	teddy needs a bath	YES	YES	$50,000 for 10%	$100,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
4	13	2013-01-11	6.87	urbio	YES	YES	$300,000 for 12%	$300,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	14	2013-02-01	6.73	bibbitec	NO	NO	$40,000 for 14%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	14	2013-02-01	6.73	cuddletunes	NO	NO	$400,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	14	2013-02-01	6.73	soundbender	YES	YES	$54,000 for 26%	$54,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
4	14	2013-02-01	6.73	xero shoes	NO	NO	$400,000 for 8%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	15	2013-02-08	6.13	grinds	YES	YES	$75,000 for 10%	$75,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John, Robert Herjavec
4	15	2013-02-08	6.13	hoodie pillow	YES	YES	$90,000 for 15%	$90,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
4	15	2013-02-08	6.13	my cold snap	YES	YES	$50,000 for 100%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	15	2013-02-08	6.13	the green garmento	NO	NO	$300,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	16	2013-02-15	6.51	gotta have s'more	NO	NO	$75,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	16	2013-02-15	6.51	how do you roll?	YES	YES	$1,000,000 for 12%	$1,000,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary
4	16	2013-02-15	6.51	pretty padded room	NO	NO	$100,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	16	2013-02-15	6.51	smartwheel	YES	YES	$100,000 for 15%	$100,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban, Robert Herjavec
4	17	2013-02-22	6.51	addison's wonderland	NO	NO	$90,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	17	2013-02-22	6.51	hip chixs	NO	NO	$150,000 for 35%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	17	2013-02-22	6.51	muddy water camo	NO	NO	$150,000 for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	17	2013-02-22	6.51	proof eyewear	NO	NO	$150,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	18	2013-03-01	6.69	jeska shoe company	YES	YES	$70,000 for 30%	$70,000 for 70%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
4	18	2013-03-01	6.69	neo innovations	NO	NO	$80,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	18	2013-03-01	6.69	nuts 'n more	YES	YES	$250,000  20%	$250,000  35%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban, Robert Herjavec
4	18	2013-03-01	6.69	psi bands	NO	NO	$250,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	19	2013-03-08	6.89	baby loves disco	NO	NO	$150,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	19	2013-03-08	6.89	cellhelmet	NO	NO	$160,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	19	2013-03-08	6.89	cordaroy's	YES	YES	$200,000 for 20%	$200,000 for 58%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	19	2013-03-08	6.89	lose 12 inches with any 12 workouts	YES	YES	$120,000 for 25%	$120,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
4	20	2013-03-29	6.19	coolwraps	YES	YES	$100,000 for 40%	$250,000 for 100%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
4	20	2013-03-29	6.19	drop stop	YES	YES	$300,000 for 15%	$300,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
4	20	2013-03-29	6.19	simple sugars	YES	YES	$100,000 for 10%	$100,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
4	20	2013-03-29	6.19	traditional fisheries	NO	NO	$225,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	21	2013-04-05	7.04	echo valley meats	NO	NO	NA	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	21	2013-04-05	7.04	gobie h2o	YES	YES	$300,000 for 10%	$300,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
4	21	2013-04-05	7.04	liddup	YES	YES	$100,000 for 10%	$100,000 for 0%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
4	21	2013-04-05	7.04	rootsuit	NO	NO	$100,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	22	2013-04-26	6.61	shell bobbers	YES	YES	$80,000 for 20%	$80,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
4	22	2013-04-26	6.61	the mission belt	YES	YES	$50,000 for 20%	$50,000 for 38%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
4	22	2013-04-26	6.61	tremont electric	NO	NO	$2,000,000  22%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	22	2013-04-26	6.61	wicked good cupcakes	YES	YES	$75,000 for 20%	$75,000 for 0%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
4	23	2013-05-03	5.72	mee-ma's louisiana gumbo brick	YES	YES	$200,000 for 20%	$200,000 for 50%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Kevin O'Leary
4	23	2013-05-03	5.72	mistobox	YES	YES	$75,000 for 15%	$75,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
4	23	2013-05-03	5.72	squirrel boss	NO	NO	$130,000 for 40%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	23	2013-05-03	5.72	the vermont butcher block & board company	NO	NO	$400,000  25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	24	2013-05-10	6.25	baby's badass burgers	NO	NO	$250,000  30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	24	2013-05-10	6.25	kazam	YES	YES	$300,000 for 20%	$300,000 for 32%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Mark Cuban
4	24	2013-05-10	6.25	pink shutter photobooths	YES	YES	$300,000 for 10%	$300,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
4	24	2013-05-10	6.25	track days	NO	NO	$5,000,000 for 34%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	25	2013-05-17	5.11	geek chic	YES	YES	$100,000 for 5%	$100,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
4	25	2013-05-17	5.11	jones scones	NO	NO	$100,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	25	2013-05-17	5.11	lugless	NO	NO	$100,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
4	25	2013-05-17	5.11	stella valle	YES	YES	$150,000 for 25%	$150,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Mark Cuban
4	26	2013-05-17	6.68	ryan's barkery	YES	YES	$25,000 for 25%	$25,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
4	26	2013-05-17	6.68	three day rule	NO	NO	$200,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
4	26	2013-05-17	6.68	tom + chee	YES	YES	$600,000 for 10%	$600,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Mark Cuban
4	26	2013-05-17	6.68	verbalizeit	YES	YES	$250,000 for 15%	$250,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary
5	1	2013-09-20	6.86	lynnae's gourmet pickles	NO	NO	$125,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	1	2013-09-20	6.86	postcard on the run	YES	YES	$300,000 for 5%	$300,000 for 8%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	1	2013-09-20	6.86	rolodoc	NO	NO	$50,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	1	2013-09-20	6.86	sweet ballz	YES	YES	$250,000 for 10%	$250,000 for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran, Mark Cuban
5	2	2013-09-27	6.94	breathometer	YES	YES	$250,000 for 10%	$1,000,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Robert Herjavec, Kevin O'Leary, Mark Cuban, Daymond John
5	2	2013-09-27	6.94	kane & couture	YES	YES	$150,000  33%	$150,000  40%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Daymond John
5	2	2013-09-27	6.94	man medals	YES	YES	$10,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	2	2013-09-27	6.94	mango mango	NO	NO	$75,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	3	2013-10-04	6.45	fairytale wishes	NO	NO	$35,000 for 33%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	3	2013-10-04	6.45	kookn' kap	NO	NO	$50,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	3	2013-10-04	6.45	rapid ramen cooker	YES	YES	$300,000 for 10%	$150,000 for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	3	2013-10-04	6.45	the freeloader	YES	YES	$200,000 for 15%	$200,000 for 33%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	4	2013-10-11	6.53	hamboards	YES	YES	$100,000 for 15%	$300,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	4	2013-10-11	6.53	scan	NO	NO	$1,000,000 for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	4	2013-10-11	6.53	screenmend	YES	YES	$30,000 for 25%	$30,000 for 50%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	4	2013-10-11	6.53	sunday night slow jams	NO	NO	$75,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	5	2013-10-18	6.64	bare ease	NO	NO	$50,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	5	2013-10-18	6.64	rent a goat	NO	NO	$150,000 for 25%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	5	2013-10-18	6.64	rufflebutts and ruggedbutts	YES	YES	$600,000 for 7%	$600,000 for 9%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	5	2013-10-18	6.64	veggie mama garden pops	YES	YES	$75,000 for 15%	$75,000 for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran, Mark Cuban
5	6	2013-10-25	7.39	elephant chat	NO	NO	$50,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	6	2013-10-25	7.39	fiberfix	YES	YES	$90,000 for 10%	$120,000 for 12%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	6	2013-10-25	7.39	ten thirty one productions	YES	YES	$2,000,000 for 10%	$2,000,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	6	2013-10-25	7.39	total merchant resources	YES	YES	$200,000 for 20%	$200,000 for 50%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
5	7	2013-11-01	7.31	180cup	YES	YES	$300,000 for 15%	$300,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria	Daymond John
5	7	2013-11-01	7.31	better life	YES	YES	$400,000 for 7%	$400,000 for 17%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria	Lori Greiner
5	7	2013-11-01	7.31	kymera body board	NO	NO	$250,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria	NA
5	7	2013-11-01	7.31	tree-t-pee	YES	YES	$150,000 for 20%	$150,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria	John Paul DeJoria
5	8	2013-11-08	7.32	bellybuds	NO	NO	$500,000 for 12%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	8	2013-11-08	7.32	paparazzi proposals	YES	YES	$250,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	8	2013-11-08	7.32	petpaint	NO	NO	$200,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	8	2013-11-08	7.32	schulzies bread pudding	NO	NO	$160,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
